id,company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,revenue_cagr_5yr,pat_cagr_5yr,eps_cagr_5yr,composite_quality_score,broad_sector,market_cap_crore,pe_ratio,pb_ratio,dividend_yield_pct,sales,net_profit,dividend_payout,peer_group_name,is_benchmark,return_on_equity_pct_percentile,net_profit_margin_pct_percentile,asset_turnover_percentile,free_cash_flow_cr_percentile,revenue_cagr_5yr_percentile,pat_cagr_5yr_percentile,debt_to_equity_percentile,interest_coverage_percentile,benchmark_score,score_difference
574,INDUSINDBK,Mar 2013,15.19,286.0,13.91,8.3324,1.4314,0.0953,-660.0,174.0,20.0,1.4589,15.0,63576.0,-486.0,,,,,Financials,,,,,6983.0,1061.0,15.0,Private Banks,0,51.66666666666667,80.0,3.3333333333333335,45.0,,,73.33333333333333,45.0,,
575,INDUSINDBK,Mar 2014,17.06,335.0,15.57,8.3229,1.3533,0.0948,-4280.0,174.0,27.0,1.7192,13.0,75264.0,-4106.0,,,,,Financials,,,,,8254.0,1408.0,13.0,Private Banks,0,25.0,76.66666666666667,5.0,56.666666666666664,,,71.66666666666667,55.00000000000001,,
576,INDUSINDBK,Mar 2015,18.51,288.0,16.85,8.9019,1.2308,0.0867,-1697.0,276.0,34.0,2.0121,12.0,94752.0,-1421.0,,,,,Financials,,,,,9692.0,1794.0,12.0,Private Banks,0,11.666666666666666,71.66666666666667,15.0,50.0,,,85.0,86.66666666666667,,
577,INDUSINDBK,Mar 2016,19.26,329.0,12.92,6.6679,1.2712,0.0831,-3185.0,258.0,38.0,2.9741,12.0,117996.0,-2927.0,,,,,Financials,,,,,11872.0,2286.0,12.0,Private Banks,0,62.5,65.0,21.666666666666668,55.00000000000001,,,25.0,75.0,,
578,INDUSINDBK,Mar 2017,19.91,379.0,13.89,7.2182,1.3635,0.0806,11284.0,285.0,48.0,3.4525,13.0,149026.0,11569.0,,,,,Financials,,,,,14406.0,2868.0,13.0,Private Banks,0,53.333333333333336,60.0,30.0,31.666666666666664,,,51.66666666666667,53.333333333333336,,
579,INDUSINDBK,Mar 2018,20.87,942.0,15.13,7.9664,1.3811,0.078,-20917.0,217.0,60.0,3.9735,12.0,189928.0,-20700.0,19.87,27.72,24.57,24.05,Financials,,,,,17281.0,3606.0,12.0,Private Banks,0,36.666666666666664,46.666666666666664,40.0,83.33333333333334,17.142857142857142,17.142857142857142,61.66666666666667,51.66666666666667,20.53,3.5199999999999996
580,INDUSINDBK,Mar 2019,14.83,-437.0,12.37,9.0755,1.6435,0.0801,-7022.0,633.0,55.0,4.4255,14.0,242189.0,-6389.0,21.95,18.58,15.29,18.61,Financials,1305732.17,68.96,5.36,3.85,22261.0,3301.0,14.0,Private Banks,0,73.33333333333333,83.33333333333334,31.666666666666664,63.33333333333333,7.142857142857142,65.71428571428571,90.0,40.0,19.47,-0.8599999999999994
581,INDUSINDBK,Mar 2020,15.35,-553.0,12.73,7.5718,1.814,0.0937,-11513.0,526.0,64.0,5.001,0.0,262793.0,-12039.0,24.32,19.75,13.49,19.19,Financials,1287117.57,60.27,1.94,0.5,28783.0,4418.0,0.0,Private Banks,0,66.66666666666666,78.33333333333333,6.666666666666667,70.0,2.857142857142857,57.14285714285714,58.333333333333336,28.333333333333332,19.6,-0.41000000000000014
582,INDUSINDBK,Mar 2021,9.78,-2469.0,6.54,7.0916,2.4376,0.0799,44420.0,226.0,37.0,5.61,14.0,307528.0,44646.0,19.56,4.41,-0.53,7.81,Financials,1682555.96,49.44,2.2,1.82,29000.0,2836.0,14.0,Private Banks,0,91.66666666666666,91.66666666666666,33.33333333333333,5.0,22.857142857142858,80.0,40.0,5.0,17.86,-10.05
583,INDUSINDBK,Mar 2022,14.96,-839.0,9.67,7.1493,2.1594,0.0767,16249.0,351.0,60.0,6.1546,14.0,341005.0,16600.0,16.43,9.96,4.56,10.32,Financials,1839916.06,71.98,0.61,2.12,30822.0,4611.0,14.0,Private Banks,0,83.33333333333334,81.66666666666667,45.0,25.0,37.142857142857146,77.14285714285715,46.666666666666664,8.333333333333332,17.1,-6.780000000000001
584,INDUSINDBK,Mar 2023,20.32,2067.0,13.53,7.0567,1.9019,0.0794,-12879.0,441.0,95.0,7.0389,15.0,385449.0,-12438.0,16.05,15.43,9.63,13.7,Financials,2045876.29,51.73,8.29,1.07,36368.0,7390.0,15.0,Private Banks,0,55.00000000000001,53.333333333333336,36.666666666666664,73.33333333333333,40.0,71.42857142857143,38.333333333333336,16.666666666666664,17.59,-3.8900000000000006
585,INDUSINDBK,Mar 2024,19.56,2978.0,14.25,6.8857,1.8795,0.0888,-17468.0,625.0,115.0,8.0716,14.0,432404.0,-16843.0,15.5,22.08,15.9,17.83,Financials,1807433.12,8.99,3.7,1.42,45748.0,8950.0,14.0,Private Banks,0,46.666666666666664,61.66666666666667,11.666666666666666,80.0,42.857142857142854,34.285714285714285,31.666666666666664,18.333333333333332,20.41,-2.580000000000002
586,INFY,Mar 2013,23.37,29.0,24.82,0.0,2780.6,0.872,4451.0,2922.0,21.0,13.2846,25.0,0.0,7373.0,,,,,Information Technology,,,,,40352.0,9429.0,25.0,IT Services,0,57.6271186440678,3.389830508474576,91.52542372881356,57.6271186440678,,,9.322033898305085,1.8181818181818181,,
587,INFY,Mar 2014,21.26,27.0,23.93,0.0,1783.7778,0.8801,7262.0,2563.0,23.0,15.5699,34.0,0.0,9825.0,,,,,Information Technology,,,,,50133.0,10656.0,34.0,IT Services,0,67.79661016949152,16.94915254237288,88.13559322033898,40.67796610169492,,,9.322033898305085,3.6363636363636362,,
588,INFY,Mar 2015,23.2,28.0,24.39,0.0,1526.0833,0.8043,9352.0,999.0,27.0,8.8699,55.0,0.0,8353.0,,,,,Information Technology,,,,,53319.0,12372.0,55.0,IT Services,0,62.71186440677966,5.084745762711865,98.30508474576271,35.59322033898305,,,9.322033898305085,5.454545454545454,,
589,INFY,Mar 2016,21.6,27.0,21.85,0.0,,0.8315,9143.0,885.0,29.0,5.3972,41.0,0.0,10028.0,,,,,Information Technology,,,,,62441.0,13489.0,41.0,IT Services,0,76.27118644067797,13.559322033898304,94.91525423728814,37.28813559322034,,,9.322033898305085,,,
590,INFY,Mar 2017,20.96,27.0,20.81,0.0,,0.8236,-3133.0,14664.0,31.0,6.0299,41.0,0.0,11531.0,,,,,Information Technology,,,,,68484.0,14353.0,41.0,IT Services,0,86.4406779661017,22.033898305084744,96.61016949152543,100.0,,,9.322033898305085,,,
591,INFY,Mar 2018,22.73,27.0,24.69,0.0,,0.8888,17751.0,4533.0,37.0,5.9672,59.0,0.0,13218.0,11.81,11.2,11.99,11.67,Information Technology,,,,,70522.0,16029.0,59.0,IT Services,0,59.32203389830508,6.779661016949152,86.4406779661017,18.64406779661017,65.71428571428571,40.0,9.322033898305085,,13.51,-1.8399999999999999
592,INFY,Mar 2019,18.64,24.0,23.73,0.0,,0.9835,14209.0,632.0,35.0,2.993,60.0,0.0,14841.0,10.52,7.66,8.76,8.98,Information Technology,473902.69,32.63,10.31,2.63,82675.0,15410.0,60.0,IT Services,0,69.49152542372882,40.67796610169492,79.66101694915254,30.508474576271187,77.14285714285715,80.0,9.322033898305085,,11.34,-2.3599999999999994
593,INFY,Mar 2020,18.33,25.0,25.42,0.0708,147.4706,0.989,16672.0,331.0,39.0,3.0844,45.0,4633.0,17003.0,11.23,6.11,7.63,8.32,Information Technology,468232.33,26.14,13.59,2.22,90791.0,16639.0,45.0,IT Services,0,55.932203389830505,42.3728813559322,76.27118644067797,23.728813559322035,71.42857142857143,91.42857142857143,47.45762711864407,30.909090909090907,10.59,-2.2699999999999996
594,INFY,Mar 2021,19.33,28.0,25.44,0.0697,154.3077,0.9345,15851.0,7373.0,45.0,3.5947,59.0,5325.0,23224.0,9.98,7.56,9.18,8.91,Information Technology,624026.61,31.65,1.88,3.87,100472.0,19423.0,59.0,IT Services,0,54.23728813559322,33.89830508474576,84.7457627118644,25.423728813559322,88.57142857142857,82.85714285714286,45.76271186440678,29.09090909090909,7.29,1.62
595,INFY,Mar 2022,18.21,26.0,29.39,0.0726,168.93,1.0421,17400.0,6485.0,53.0,3.5915,59.0,5474.0,23885.0,12.18,9.06,11.32,10.85,Information Technology,800850.39,36.33,9.93,1.85,121641.0,22146.0,59.0,IT Services,0,42.3728813559322,44.06779661016949,64.40677966101694,22.033898305084744,62.857142857142854,60.0,49.152542372881356,27.27272727272727,9.15,1.6999999999999993
596,INFY,Mar 2023,16.43,24.0,31.97,0.1101,133.2077,1.1779,21396.0,1071.0,58.0,3.6446,73.0,8299.0,22467.0,15.79,8.51,9.41,11.24,Information Technology,871427.0,71.12,11.97,0.56,146767.0,24108.0,73.0,IT Services,0,28.8135593220339,52.54237288135594,40.67796610169492,13.559322033898304,22.857142857142858,68.57142857142857,86.4406779661017,32.72727272727273,11.53,-0.28999999999999915
597,INFY,Mar 2024,17.08,24.0,29.79,0.0949,87.5234,1.1298,20117.0,5093.0,63.0,4.2548,,8359.0,25210.0,13.2,11.24,12.47,12.3,Information Technology,1112279.92,35.99,8.97,4.1,153670.0,26248.0,,IT Services,0,40.67796610169492,49.152542372881356,54.23728813559322,15.254237288135593,45.714285714285715,34.285714285714285,67.79661016949152,41.81818181818181,8.98,3.3200000000000003
598,IOC,Mar 2013,0.79,3.0,5.75,1.4225,2.4232,1.9091,46.0,9294.0,3.0,2.5963,36.0,89671.0,9340.0,,,,,Energy,,,,,461780.0,3627.0,36.0,Oil & Gas,0,93.33333333333333,96.66666666666667,16.666666666666664,74.16666666666667,,,95.0,98.33333333333333,,
599,IOC,Mar 2014,1.43,4.0,10.26,1.3976,3.7468,1.8362,5601.0,18594.0,5.0,2.7971,30.0,94916.0,24195.0,,,,,Energy,,,,,488345.0,6967.0,30.0,Oil & Gas,0,70.0,88.33333333333333,25.0,40.0,,,93.33333333333333,93.33333333333333,,
600,IOC,Mar 2015,1.08,2.0,7.08,0.9428,3.9122,1.9219,35877.0,10215.0,3.0,2.8349,33.0,64893.0,46092.0,,,,,Energy,,,,,449507.0,4872.0,33.0,Oil & Gas,0,90.0,93.33333333333333,15.0,8.333333333333332,,,73.33333333333333,91.66666666666666,,
601,IOC,Mar 2016,3.59,6.0,13.8,0.6507,7.8167,1.4934,12014.0,13610.0,8.0,3.7966,28.0,58552.0,25624.0,,,,,Energy,,,,,346045.0,12413.0,28.0,Oil & Gas,0,45.0,76.66666666666667,30.0,23.333333333333332,,,53.333333333333336,75.0,,
602,IOC,Mar 2017,5.74,10.0,19.97,0.6197,10.2872,1.2983,10532.0,17684.0,14.0,2.1544,45.0,63271.0,28216.0,,,,,Energy,,,,,355379.0,20385.0,45.0,Oil & Gas,0,18.333333333333332,55.00000000000001,40.0,28.333333333333332,,,48.333333333333336,55.00000000000001,,
603,IOC,Mar 2018,5.37,10.0,19.87,0.5765,11.8681,1.4246,11996.0,17119.0,15.0,1.2013,90.0,65650.0,29115.0,-1.81,44.22,37.97,26.79,Energy,,,,,421492.0,22626.0,90.0,Oil & Gas,0,20.0,58.333333333333336,36.666666666666664,25.0,100.0,2.941176470588235,41.66666666666667,45.0,7.92,18.869999999999997
604,IOC,Mar 2019,3.27,7.0,15.36,0.8604,7.9917,1.5749,-9822.0,22569.0,12.0,1.225,49.0,96765.0,12747.0,1.58,19.91,19.14,13.54,Energy,1122574.59,15.28,13.46,2.98,528158.0,17274.0,49.0,Oil & Gas,0,36.666666666666664,80.0,28.333333333333332,86.66666666666667,82.85714285714286,23.52941176470588,71.66666666666667,71.66666666666667,10.08,3.459999999999999
605,IOC,Mar 2020,-0.39,3.0,-1.97,1.3605,1.5345,1.4661,-21955.0,29101.0,-1.0,1.0391,-437.0,129790.0,7146.0,1.48,,,0.49,Energy,1296710.19,47.71,1.36,1.72,483763.0,-1876.0,-437.0,Oil & Gas,0,100.0,100.0,31.666666666666664,93.33333333333333,85.71428571428571,,91.66666666666666,100.0,10.69,-10.2
606,IOC,Mar 2021,5.98,11.0,19.46,1.043,15.2148,1.0248,26715.0,22935.0,15.0,1.2181,51.0,116649.0,49650.0,1.01,11.88,13.4,8.76,Energy,1309862.08,50.51,10.81,3.46,363950.0,21762.0,51.0,Oil & Gas,0,21.666666666666668,53.333333333333336,48.333333333333336,10.0,91.42857142857143,47.05882352941176,80.0,30.0,11.98,-3.2200000000000006
607,IOC,Mar 2022,4.37,8.0,19.27,0.9887,9.5508,1.4343,4453.0,21294.0,18.0,1.4545,46.0,132020.0,25747.0,10.65,4.76,5.15,6.85,Energy,1605938.54,79.84,7.17,3.59,589321.0,25727.0,46.0,Oil & Gas,0,25.0,68.33333333333333,33.33333333333333,43.333333333333336,45.714285714285715,73.52941176470588,75.0,65.0,17.08,-10.229999999999999
608,IOC,Mar 2023,1.39,4.0,8.38,1.0662,4.7189,1.9044,1614.0,28030.0,7.0,1.0145,42.0,148977.0,29644.0,14.84,-12.35,-14.14,-3.88,Energy,1666992.08,77.78,0.97,2.19,841756.0,11704.0,42.0,Oil & Gas,0,86.66666666666667,90.0,18.333333333333332,66.66666666666666,22.857142857142858,97.05882352941177,81.66666666666667,86.66666666666667,15.22,-19.1
609,IOC,Mar 2024,5.56,10.0,23.53,0.7231,10.2823,1.6084,39635.0,31464.0,30.0,1.3318,40.0,132628.0,71099.0,8.01,20.1,20.11,16.07,Energy,1418164.33,28.61,4.24,1.25,776352.0,43161.0,40.0,Oil & Gas,0,10.0,56.666666666666664,26.666666666666668,5.0,57.14285714285714,20.588235294117645,58.333333333333336,56.666666666666664,12.08,3.99
610,IRCTC,Mar 2015,12.37,14.0,29.5,0.0,,0.9114,23.0,46.0,13.0,2.22,20.0,0.0,69.0,,,,,Consumer Discretionary,,,,,1059.0,131.0,20.0,Railway Services,1,60.0,100.0,20.0,90.0,,,35.0,,,
611,IRCTC,Mar 2016,13.83,14.0,34.87,0.0,,0.9513,295.0,7.0,19.0,2.71,40.0,0.0,288.0,,,,,Consumer Discretionary,,,,,1367.0,189.0,40.0,Railway Services,1,40.0,90.0,10.0,50.0,,,35.0,,,
612,IRCTC,Mar 2017,15.07,21.0,29.1,0.0,127.0,0.8324,432.0,94.0,11.0,1.9675,49.0,0.0,338.0,,,,,Consumer Discretionary,,,,,1520.0,229.0,49.0,Railway Services,1,70.0,80.0,30.0,30.0,,,35.0,25.0,,
613,IRCTC,Mar 2018,15.08,19.0,23.14,0.0,124.3333,0.6322,64.0,40.0,11.0,2.3875,21.0,0.0,24.0,,,,,Consumer Discretionary,,,,,1466.0,221.0,21.0,Railway Services,1,90.0,70.0,80.0,80.0,,,35.0,37.5,,
614,IRCTC,Mar 2019,16.52,20.0,28.85,0.0,254.5,0.7209,146.0,353.0,4.0,0.6694,98.0,0.0,499.0,,,,,Consumer Discretionary,1245806.34,64.3,1.79,1.38,1870.0,309.0,98.0,Railway Services,1,80.0,60.0,40.0,70.0,,,35.0,12.5,,
615,IRCTC,Mar 2020,22.66,31.0,39.04,0.0,78.0,0.6985,417.0,8.0,6.0,0.8213,39.0,0.0,409.0,16.41,31.39,-14.33,11.16,Consumer Discretionary,1081327.44,36.42,8.58,2.19,2264.0,513.0,39.0,Railway Services,1,20.0,50.0,60.0,40.0,60.0,40.0,35.0,87.5,11.16,0.0
616,IRCTC,Mar 2021,24.07,24.0,12.84,0.0543,39.0,0.2464,-205.0,453.0,2.0,0.91,43.0,79.0,248.0,-10.68,-0.21,-36.25,-15.71,Consumer Discretionary,1100112.67,54.75,10.26,3.94,777.0,187.0,43.0,Railway Services,1,100.0,40.0,100.0,100.0,100.0,100.0,90.0,100.0,-15.71,0.0
617,IRCTC,Mar 2022,35.13,47.0,35.29,0.0561,86.0,0.4838,282.0,242.0,8.0,1.1687,42.0,105.0,524.0,4.33,23.58,-6.17,7.25,Consumer Discretionary,1322589.51,12.08,2.09,1.05,1879.0,660.0,42.0,Railway Services,1,30.0,10.0,90.0,60.0,80.0,80.0,100.0,62.5,7.25,0.0
618,IRCTC,Mar 2023,28.41,36.0,40.6,0.0339,89.0,0.6958,495.0,317.0,13.0,1.5488,44.0,84.0,812.0,19.29,35.41,3.4,19.37,Consumer Discretionary,1359334.39,22.05,11.74,2.02,3541.0,1006.0,44.0,Railway Services,1,10.0,20.0,70.0,20.0,20.0,20.0,80.0,50.0,19.37,0.0
619,IRCTC,Mar 2024,26.02,34.0,34.4,0.0186,82.7368,0.701,667.0,215.0,14.0,2.0187,47.0,60.0,882.0,17.96,29.17,28.47,25.2,Consumer Discretionary,1258520.29,60.44,5.74,1.08,4270.0,1111.0,47.0,Railway Services,1,50.0,30.0,50.0,10.0,40.0,60.0,70.0,75.0,25.2,0.0
620,IRFC,Mar 2016,11.31,99.0,7.37,7.5925,1.3533,0.0693,-16376.0,2.0,188.0,0.2546,40.0,87503.0,-16378.0,,,,,Financials,,,,,7507.0,849.0,40.0,Railway Finance,1,100.0,88.88888888888889,22.22222222222222,22.22222222222222,,,22.22222222222222,66.66666666666666,,
621,IRFC,Mar 2017,10.32,100.0,7.779999999999999,8.8596,1.3097,0.0698,-19453.0,2.0,143.0,0.184,40.0,106395.0,-19455.0,,,,,Financials,,,,,9047.0,934.0,40.0,Railway Finance,1,88.88888888888889,100.0,11.11111111111111,33.33333333333333,,,55.55555555555556,100.0,,
622,IRFC,Mar 2018,22.18,100.0,14.75,9.6213,1.3905,0.0574,-28074.0,2.0,3.0,0.2134,18.0,134006.0,-28076.0,10.8,31.53,-57.72,-5.13,Financials,,,,,9267.0,2055.0,18.0,Railway Finance,1,22.22222222222222,66.66666666666666,33.33333333333333,44.44444444444444,100.0,57.14285714285714,100.0,33.33333333333333,-5.13,0.0
623,IRFC,Mar 2019,20.25,100.0,9.01,6.9495,1.3546,0.0539,-41747.0,1.0,2.0,0.2668,18.0,173933.0,-41748.0,12.43,26.32,-60.54,-7.26,Financials,1262848.07,24.73,1.86,0.55,11134.0,2255.0,18.0,Railway Finance,1,77.77777777777779,77.77777777777779,55.55555555555556,66.66666666666666,85.71428571428571,71.42857142857143,11.11111111111111,44.44444444444444,-7.26,0.0
624,IRFC,Mar 2020,23.78,100.0,10.54,7.7355,1.3141,0.0487,-62700.0,1.0,3.0,0.255,0.0,234377.0,-62701.0,14.1,33.31,-57.33,-3.31,Financials,1180569.92,37.81,13.6,4.37,13421.0,3192.0,0.0,Railway Finance,1,66.66666666666666,55.55555555555556,66.66666666666666,77.77777777777779,71.42857142857143,42.857142857142854,33.33333333333333,88.88888888888889,-3.31,0.0
625,IRFC,Mar 2021,28.0,99.0,12.3,8.9977,1.3933,0.0415,-89907.0,0.0,3.0,0.2748,31.0,323145.0,-89907.0,16.01,39.07,-56.29,-0.4,Financials,1481705.69,74.92,11.42,1.97,15771.0,4416.0,31.0,Railway Finance,1,55.55555555555556,22.22222222222222,100.0,100.0,57.14285714285714,28.57142857142857,66.66666666666666,22.22222222222222,-0.4,0.0
626,IRFC,Mar 2022,30.0,99.0,14.85,9.4748,1.4337,0.0451,-64417.0,5.0,5.0,0.3137,30.0,388440.0,-64412.0,17.54,45.5,-48.86,4.73,Financials,1637618.34,35.23,1.11,2.58,20299.0,6090.0,30.0,Railway Finance,1,11.11111111111111,11.11111111111111,88.88888888888889,88.88888888888889,42.857142857142854,14.285714285714285,88.88888888888889,11.11111111111111,4.73,0.0
627,IRFC,Mar 2023,26.0,99.0,13.8,9.3761,1.3543,0.0484,-28588.0,0.0,5.0,0.3419,32.0,418935.0,-28588.0,20.68,24.58,10.76,18.67,Financials,2059203.5,52.73,4.09,0.49,23722.0,6167.0,32.0,Railway Finance,1,33.33333333333333,33.33333333333333,77.77777777777779,55.55555555555556,14.285714285714285,85.71428571428571,77.77777777777779,55.55555555555556,18.67,0.0
628,IRFC,Mar 2024,24.06,100.0,13.04,8.3784,1.3195,0.0549,7906.0,8.0,5.0,0.3763,31.0,412039.0,7914.0,19.07,23.25,20.11,20.81,Financials,2618348.58,9.81,3.91,2.82,26645.0,6412.0,31.0,Railway Finance,1,44.44444444444444,44.44444444444444,44.44444444444444,11.11111111111111,28.57142857142857,100.0,44.44444444444444,77.77777777777779,20.81,0.0
629,ITC,Mar 2013,24.37,35.0,33.27,0.0044,111.787,0.895,3221.0,3881.0,6.0,2.9314,55.0,102.0,7102.0,,,,,Consumer Staples,,,,,31618.0,7704.0,55.0,FMCG,0,34.523809523809526,13.095238095238097,50.0,28.57142857142857,,,13.690476190476192,25.0,,
630,ITC,Mar 2014,25.49,37.0,33.05,0.0089,484.3448,0.8643,4090.0,3254.0,7.0,3.426,54.0,242.0,7344.0,,,,,Consumer Staples,,,,,35306.0,9001.0,54.0,FMCG,0,35.714285714285715,9.523809523809524,55.952380952380956,21.428571428571427,,,21.428571428571427,1.1904761904761905,,
631,ITC,Mar 2015,25.19,37.0,30.81,0.0085,170.1209,0.8447,4568.0,5275.0,8.0,3.9571,52.0,269.0,9843.0,,,,,Consumer Staples,,,,,38817.0,9779.0,52.0,FMCG,0,41.66666666666667,10.714285714285714,58.333333333333336,20.238095238095237,,,19.047619047619047,21.428571428571427,,
632,ITC,Mar 2016,24.24,37.0,22.26,0.002,205.3077,0.7588,5878.0,3921.0,8.0,5.3019,73.0,84.0,9799.0,,,,,Consumer Staples,,,,,39192.0,9501.0,73.0,FMCG,0,61.904761904761905,14.285714285714285,77.38095238095238,16.666666666666664,,,8.333333333333332,19.047619047619047,,
633,ITC,Mar 2017,24.5,36.0,22.57,0.001,351.6122,0.7651,7376.0,3251.0,8.0,3.82,56.0,46.0,10627.0,,,,,Consumer Staples,,,,,42768.0,10477.0,56.0,FMCG,0,60.71428571428571,11.904761904761903,73.80952380952381,11.904761904761903,,,7.142857142857142,7.142857142857142,,
634,ITC,Mar 2018,26.45,38.0,21.89,0.0007,163.1391,0.6763,6055.0,7114.0,9.0,4.3041,56.0,36.0,13169.0,6.56,8.33,8.45,7.78,Consumer Staples,,,,,43449.0,11493.0,56.0,FMCG,0,66.66666666666666,7.142857142857142,85.71428571428571,15.476190476190476,57.14285714285714,70.2127659574468,5.952380952380952,22.61904761904762,5.98,1.7999999999999998
635,ITC,Mar 2019,26.55,38.0,21.7,0.0002,290.3803,0.6738,7037.0,5546.0,10.0,4.8239,56.0,13.0,12583.0,6.49,7.36,7.39,7.08,Consumer Staples,215793.67,69.58,1.15,2.84,48340.0,12836.0,56.0,FMCG,0,68.45238095238095,5.952380952380952,86.90476190476191,14.285714285714285,59.183673469387756,76.59574468085107,4.761904761904762,9.523809523809524,8.08,-1.0
636,ITC,Mar 2020,31.57,39.0,23.89,0.0042,268.6543,0.6388,8516.0,6174.0,12.0,5.3111,82.0,277.0,14690.0,4.93,9.78,8.45,7.72,Consumer Staples,281943.95,72.45,1.41,3.51,49388.0,15593.0,82.0,FMCG,0,57.14285714285714,1.1904761904761905,94.04761904761905,8.333333333333332,75.51020408163265,59.57446808510638,11.904761904761903,13.095238095238097,7.57,0.14999999999999947
637,ITC,Mar 2021,27.17,35.0,22.18,0.0045,338.6552,0.6678,18267.0,5740.0,11.0,4.9023,101.0,271.0,12527.0,4.68,7.09,6.58,6.12,Consumer Staples,366869.92,73.65,6.34,1.91,49257.0,13383.0,101.0,FMCG,0,63.095238095238095,4.761904761904762,89.28571428571429,2.380952380952381,79.59183673469387,78.72340425531915,15.476190476190476,8.333333333333332,11.41,-5.29
638,ITC,Mar 2022,25.56,34.0,24.82,0.004,375.55,0.7856,13538.0,2238.0,12.0,5.0694,93.0,249.0,15776.0,7.23,8.15,8.45,7.94,Consumer Staples,390285.11,33.63,11.99,3.1,60645.0,15503.0,93.0,FMCG,0,54.761904761904766,8.333333333333332,67.85714285714286,3.571428571428571,55.10204081632652,72.3404255319149,9.523809523809524,3.571428571428571,12.28,-4.339999999999999
639,ITC,Mar 2023,27.46,36.0,28.16,0.0044,356.4359,0.8263,13146.0,5732.0,15.0,5.5636,100.0,306.0,18878.0,10.3,11.13,10.76,10.73,Consumer Staples,376827.06,55.53,3.36,0.78,70919.0,19477.0,100.0,FMCG,0,46.42857142857143,3.571428571428571,64.28571428571429,4.761904761904762,22.448979591836736,51.06382978723404,13.690476190476192,5.952380952380952,12.6,-1.8699999999999992
640,ITC,Mar 2024,29.28,37.0,27.85,0.0041,362.9625,0.7723,18742.0,1563.0,16.0,5.9701,84.0,303.0,17179.0,7.95,10.08,9.86,9.3,Consumer Staples,332245.58,47.85,3.24,4.26,70866.0,20751.0,84.0,FMCG,0,47.61904761904761,2.380952380952381,71.42857142857143,1.1904761904761905,46.93877551020408,57.446808510638306,10.714285714285714,4.761904761904762,10.04,-0.7399999999999984
641,JINDALSTEL,Mar 2013,14.9,31.0,13.89,1.1584,6.0347,0.347,-6069.0,9591.0,31.0,22.8516,5.0,24618.0,3522.0,,,,,Materials,,,,,19807.0,2952.0,5.0,Steel,0,20.833333333333336,4.166666666666666,91.66666666666666,91.66666666666666,,,35.41666666666667,33.33333333333333,,
642,JINDALSTEL,Mar 2014,9.83,30.0,8.39,1.6085,3.4023,0.2799,-8114.0,12694.0,21.0,24.8462,7.0,36368.0,4580.0,,,,,Materials,,,,,19286.0,1896.0,7.0,Steel,0,50.0,18.75,93.75,97.91666666666666,,,70.83333333333334,56.25,,
643,JINDALSTEL,Mar 2015,-7.48,28.0,-6.9,2.1624,1.4139,0.2568,-5535.0,6717.0,-14.0,23.1231,0.0,45501.0,1182.0,,,,,Materials,,,,,19401.0,-1452.0,0.0,Steel,0,87.5,95.83333333333334,95.83333333333334,89.58333333333334,,,93.75,87.5,,
644,JINDALSTEL,Mar 2016,-15.86,18.0,-9.520000000000001,1.4427,1.032,0.2107,2071.0,2262.0,-32.0,35.644,0.0,46797.0,4333.0,,,,,Materials,,,,,19469.0,-3087.0,0.0,Steel,0,93.75,100.0,100.0,64.58333333333334,,,58.333333333333336,95.83333333333334,,
645,JINDALSTEL,Mar 2017,-11.75,22.0,-8.450000000000001,1.5257,1.2633,0.2385,4852.0,1998.0,-25.0,32.6641,0.0,45850.0,6850.0,,,,,Materials,,,,,21603.0,-2538.0,0.0,Steel,0,91.66666666666666,97.91666666666666,97.91666666666666,45.83333333333333,,,64.58333333333334,91.66666666666666,,
646,JINDALSTEL,Mar 2018,-4.850000000000001,19.0,-5.319999999999999,1.4139,1.5222,0.373,6293.0,1431.0,-15.0,31.3247,0.0,42962.0,7724.0,10.94,,,3.65,Materials,,,,,33286.0,-1616.0,0.0,Steel,0,83.33333333333334,89.58333333333334,89.58333333333334,37.5,50.0,,56.25,85.41666666666666,-0.59,4.24
647,JINDALSTEL,Mar 2019,-5.140000000000001,18.0,-7.52,1.2329,1.628,0.5277,8195.0,832.0,-17.0,33.0773,0.0,39559.0,9027.0,19.48,,,6.49,Materials,399948.98,29.77,10.36,2.48,46966.0,-2412.0,0.0,Steel,0,89.58333333333334,91.66666666666666,81.25,29.166666666666668,7.142857142857142,,43.75,83.33333333333334,15.26,-8.77
648,JINDALSTEL,Mar 2020,-1.05,18.0,-1.24,1.1458,1.8325,0.4226,7338.0,1476.0,-1.0,31.5069,0.0,36824.0,8814.0,14.34,,,4.78,Materials,417203.18,39.16,8.97,4.45,37923.0,-400.0,0.0,Steel,0,77.08333333333334,79.16666666666666,87.5,33.33333333333333,28.57142857142857,,33.33333333333333,81.25,0.01,4.7700000000000005
649,JINDALSTEL,Mar 2021,12.34,32.0,13.41,0.9401,4.085,0.4442,10077.0,1884.0,36.0,31.1912,0.0,29910.0,11961.0,12.17,,,4.06,Materials,375828.8,35.51,9.13,1.81,34579.0,4267.0,0.0,Steel,0,23.958333333333336,12.5,85.41666666666666,18.75,46.42857142857143,,20.833333333333336,43.75,2.97,1.0899999999999994
