id,company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,revenue_cagr_5yr,pat_cagr_5yr,eps_cagr_5yr,composite_quality_score,broad_sector,market_cap_crore,pe_ratio,pb_ratio,dividend_yield_pct,sales,net_profit,dividend_payout,peer_group_name,is_benchmark,return_on_equity_pct_percentile,net_profit_margin_pct_percentile,asset_turnover_percentile,free_cash_flow_cr_percentile,revenue_cagr_5yr_percentile,pat_cagr_5yr_percentile,debt_to_equity_percentile,interest_coverage_percentile,benchmark_score,score_difference
97,AMBUJACEM,Dec 2018,11.42,15.0,13.29,0.0018,24.9588,0.6965,938.0,765.0,11.0,5.6348,14.0,40.0,1703.0,23.24,18.39,6.58,16.07,Materials,,,,,26041.0,2973.0,14.0,Cement,0,41.17647058823529,52.94117647058824,32.35294117647059,64.70588235294117,5.0,35.0,11.76470588235294,23.52941176470588,,
98,AMBUJACEM,Dec 2019,10.27,17.0,11.56,0.0017,30.5765,0.6746,3548.0,1191.0,11.0,6.065,14.0,41.0,4739.0,22.18,13.35,1.92,12.48,Materials,833955.32,46.35,0.8,2.94,27104.0,2783.0,14.0,Cement,0,58.82352941176471,61.76470588235294,44.11764705882353,17.647058823529413,10.0,55.00000000000001,8.823529411764707,17.647058823529413,,
99,AMBUJACEM,Dec 2020,12.67,20.0,13.65,0.0207,37.8143,0.6173,3515.0,1317.0,12.0,5.7322,151.0,471.0,4832.0,21.04,30.91,19.14,23.7,Materials,1025434.68,79.32,9.29,1.12,24516.0,3107.0,151.0,Cement,0,35.294117647058826,44.11764705882353,73.52941176470588,20.588235294117645,15.0,5.0,32.35294117647059,5.88235294117647,,
100,AMBUJACEM,Dec 2021,12.81,21.0,14.64,0.0188,44.2603,0.6407,3302.0,2007.0,14.0,6.3864,45.0,477.0,5309.0,7.59,20.95,18.47,15.67,Materials,1165353.63,45.48,10.09,1.75,28965.0,3711.0,45.0,Cement,0,29.411764705882355,41.17647058823529,61.76470588235294,23.52941176470588,95.0,30.0,29.411764705882355,2.941176470588235,,
101,AMBUJACEM,Mar 2024,14.29,19.0,11.43,0.0169,28.2645,0.5081,-3295.0,8941.0,16.0,9.4218,12.0,699.0,5646.0,4.95,9.77,7.78,7.5,Materials,1281411.04,55.62,9.21,3.1,33160.0,4738.0,12.0,Cement,0,61.76470588235294,14.705882352941178,100.0,100.0,100.0,70.0,26.47058823529412,20.588235294117645,19.25,-11.75
102,APOLLOHOSP,Mar 2013,8.04,16.0,11.03,0.4416,6.2621,0.7829,-290.0,733.0,22.0,3.9243,25.0,1213.0,443.0,,,,,Healthcare,,,,,3769.0,303.0,25.0,Hospitals,1,41.66666666666667,8.333333333333332,100.0,83.33333333333334,,,8.333333333333332,25.0,,
103,APOLLOHOSP,Mar 2014,7.23,16.0,10.58,0.4515,5.8319,0.8144,17.0,356.0,23.0,4.2529,25.0,1344.0,373.0,,,,,Healthcare,,,,,4357.0,315.0,25.0,Hospitals,1,50.0,25.0,83.33333333333334,66.66666666666666,,,16.666666666666664,33.33333333333333,,
104,APOLLOHOSP,Mar 2015,6.529999999999999,14.0,10.56,0.628,6.6441,0.7941,-289.0,759.0,24.0,4.5314,24.0,1992.0,470.0,,,,,Healthcare,,,,,5129.0,335.0,24.0,Hospitals,1,58.333333333333336,33.33333333333333,91.66666666666666,75.0,,,25.0,16.666666666666664,,
105,APOLLOHOSP,Mar 2016,3.82,11.0,7.049999999999999,0.8505,4.3111,0.8356,-291.0,888.0,17.0,4.76,35.0,2834.0,597.0,,,,,Healthcare,,,,,6150.0,235.0,35.0,Hospitals,1,66.66666666666666,66.66666666666666,75.0,91.66666666666666,,,58.333333333333336,58.333333333333336,,
106,APOLLOHOSP,Mar 2017,1.81,10.0,3.95,0.943,3.0895,0.8955,-529.0,1152.0,16.0,4.7343,38.0,3125.0,623.0,,,,,Healthcare,,,,,7256.0,131.0,38.0,Hospitals,1,83.33333333333334,83.33333333333334,66.66666666666666,100.0,,,75.0,83.33333333333334,,
107,APOLLOHOSP,Mar 2018,0.73,10.0,1.85,1.0538,2.7966,0.9589,132.0,405.0,8.0,4.6457,59.0,3427.0,537.0,16.94,-27.67,-18.32,-9.68,Healthcare,,,,,8243.0,60.0,59.0,Hospitals,1,100.0,100.0,50.0,58.333333333333336,42.857142857142854,100.0,83.33333333333334,91.66666666666666,-9.68,0.0
108,APOLLOHOSP,Mar 2019,2.08,11.0,6.0,1.1017,3.3517,1.0492,194.0,711.0,17.0,4.7629,35.0,3673.0,905.0,17.16,-8.68,-5.87,0.87,Healthcare,1083786.88,49.76,14.18,0.26,9617.0,200.0,35.0,Hospitals,1,75.0,75.0,33.33333333333333,50.0,14.285714285714285,71.42857142857143,100.0,75.0,0.87,0.0
109,APOLLOHOSP,Mar 2020,3.84,14.0,12.93,1.0766,3.4015,0.9963,1004.0,289.0,33.0,4.7714,18.0,3596.0,1293.0,17.0,5.22,6.58,9.6,Healthcare,1275343.54,28.39,8.78,4.32,11247.0,432.0,18.0,Hospitals,1,33.33333333333333,58.333333333333336,41.66666666666667,8.333333333333332,28.57142857142857,57.14285714285714,91.66666666666666,66.66666666666666,9.6,0.0
110,APOLLOHOSP,Mar 2021,1.3,11.0,2.98,0.9038,2.7684,0.927,385.0,880.0,10.0,6.3931,29.0,4160.0,1265.0,11.42,-10.23,-10.07,-2.96,Healthcare,1154138.06,11.18,6.7,3.35,10560.0,137.0,29.0,Hospitals,1,91.66666666666666,91.66666666666666,58.333333333333336,33.33333333333333,100.0,85.71428571428571,66.66666666666666,100.0,-2.96,0.0
111,APOLLOHOSP,Mar 2022,7.56,15.0,19.7,0.7235,6.7467,1.1057,949.0,747.0,73.0,7.8097,16.0,4068.0,1696.0,15.11,53.27,35.47,34.62,Healthcare,1499729.8,53.27,1.11,1.32,14663.0,1108.0,16.0,Hospitals,1,8.333333333333332,16.666666666666664,25.0,16.666666666666664,57.14285714285714,28.57142857142857,41.66666666666667,8.333333333333332,34.62,0.0
112,APOLLOHOSP,Mar 2023,5.08,12.0,13.62,0.6989,5.6168,1.1523,520.0,857.0,57.0,8.6083,26.0,4332.0,1377.0,15.04,69.68,48.1,44.27,Healthcare,1446203.76,17.38,12.98,3.2,16612.0,844.0,26.0,Hospitals,1,16.666666666666664,41.66666666666667,8.333333333333332,25.0,71.42857142857143,14.285714285714285,33.33333333333333,41.66666666666667,44.27,0.0
113,APOLLOHOSP,Mar 2024,4.91,13.0,13.48,0.7689,5.5657,1.1384,383.0,1537.0,63.0,9.6333,26.0,5333.0,1920.0,14.66,36.13,29.95,26.91,Healthcare,1905622.43,47.72,7.68,3.22,19059.0,935.0,26.0,Hospitals,1,25.0,50.0,16.666666666666664,41.66666666666667,85.71428571428571,42.857142857142854,50.0,50.0,26.91,0.0
115,ASIANPAINT,Mar 2013,11.04,17.0,34.28,0.0742,44.0714,1.5483,724.0,463.0,12.0,3.525,40.0,251.0,1187.0,,,,,Materials,,,,,10504.0,1160.0,40.0,Paints,1,8.333333333333332,75.0,8.333333333333332,75.0,,,41.66666666666667,83.33333333333334,,
117,ASIANPAINT,Mar 2014,10.34,16.0,31.27,0.0616,44.3333,1.5133,816.0,586.0,13.0,4.2073,42.0,249.0,1402.0,,,,,Materials,,,,,12220.0,1263.0,42.0,Paints,1,16.666666666666664,100.0,25.0,66.66666666666666,,,16.666666666666664,66.66666666666666,,
119,ASIANPAINT,Mar 2015,10.48,16.0,30.09,0.0881,56.7857,1.5274,723.0,465.0,15.0,4.9396,42.0,418.0,1188.0,,,,,Materials,,,,,13615.0,1427.0,42.0,Paints,1,25.0,91.66666666666666,16.666666666666664,83.33333333333334,,,58.333333333333336,33.33333333333333,,
121,ASIANPAINT,Mar 2016,12.63,19.0,27.63,0.0495,59.9592,1.3515,1377.0,866.0,18.0,6.7969,41.0,323.0,2243.0,,,,,Materials,,,,,14271.0,1803.0,41.0,Paints,1,41.66666666666667,41.66666666666667,33.33333333333333,50.0,,,8.333333333333332,25.0,,
123,ASIANPAINT,Mar 2017,13.38,20.0,26.51,0.0736,90.0541,1.2142,846.0,681.0,20.0,7.9208,51.0,560.0,1527.0,,,,,Materials,,,,,15062.0,2016.0,51.0,Paints,1,58.333333333333336,33.33333333333333,75.0,58.333333333333336,,,33.33333333333333,8.333333333333332,,
125,ASIANPAINT,Mar 2018,12.47,19.0,24.95,0.0634,86.3415,1.2225,557.0,1556.0,21.0,8.7604,41.0,533.0,2113.0,9.88,12.58,11.84,11.43,Materials,,,,,16825.0,2098.0,41.0,Paints,1,83.33333333333334,50.0,66.66666666666666,100.0,57.14285714285714,57.14285714285714,25.0,16.666666666666664,11.43,0.0
127,ASIANPAINT,Mar 2019,11.48,20.0,23.31,0.1394,36.7182,1.1841,1552.0,918.0,22.0,9.8656,47.0,1320.0,2470.0,9.5,11.82,11.1,10.81,Materials,1065817.17,30.34,5.08,0.45,19240.0,2208.0,47.0,Paints,1,91.66666666666666,66.66666666666666,91.66666666666666,41.66666666666667,71.42857142857143,85.71428571428571,100.0,100.0,10.81,0.0
129,ASIANPAINT,Mar 2020,13.73,21.0,27.38,0.1104,44.2353,1.2524,2520.0,518.0,28.0,10.5521,43.0,1118.0,3038.0,8.22,14.22,13.3,11.91,Materials,1148763.92,13.27,6.46,0.29,20211.0,2774.0,43.0,Paints,1,50.0,25.0,58.333333333333336,33.33333333333333,100.0,42.857142857142854,66.66666666666666,75.0,11.91,0.0
131,ASIANPAINT,Mar 2021,14.77,22.0,25.04,0.0854,56.3913,1.0667,3142.0,541.0,33.0,13.3396,55.0,1093.0,3683.0,8.76,12.21,12.89,11.29,Materials,1269304.94,78.48,8.21,1.28,21713.0,3207.0,55.0,Paints,1,75.0,16.666666666666664,100.0,16.666666666666664,85.71428571428571,71.42857142857143,50.0,41.66666666666667,11.29,0.0
133,ASIANPAINT,Mar 2022,10.6,17.0,22.34,0.1149,53.6842,1.2676,669.0,317.0,32.0,14.3875,61.0,1587.0,986.0,14.08,8.88,9.86,10.94,Materials,1711731.0,40.61,0.54,0.32,29101.0,3085.0,61.0,Paints,1,100.0,83.33333333333334,50.0,91.66666666666666,28.57142857142857,100.0,75.0,50.0,10.94,0.0
135,ASIANPAINT,Mar 2023,12.16,18.0,26.23,0.1209,46.4653,1.3379,2911.0,1282.0,43.0,16.6583,60.0,1933.0,4193.0,15.44,14.86,15.41,15.24,Materials,2091585.31,49.2,4.65,0.01,34489.0,4195.0,60.0,Paints,1,66.66666666666666,58.333333333333336,41.66666666666667,25.0,14.285714285714285,28.57142857142857,83.33333333333334,58.333333333333336,15.24,0.0
137,ASIANPAINT,Mar 2024,15.66,21.0,29.68,0.1321,41.0049,1.1871,3556.0,2548.0,57.0,19.5083,58.0,2474.0,6104.0,13.03,20.28,20.97,18.09,Materials,2126725.18,73.37,3.9,2.42,35495.0,5558.0,58.0,Paints,1,33.33333333333333,8.333333333333332,83.33333333333334,8.333333333333332,42.857142857142854,14.285714285714285,91.66666666666666,91.66666666666666,18.09,0.0
139,BAJAJ-AUTO,Mar 2013,15.65,18.0,38.85,0.0144,4446.0,1.584,824.0,1394.0,108.0,2.7907,42.0,116.0,2218.0,,,,,Consumer Discretionary,,,,,20025.0,3133.0,42.0,Automobiles,0,1.2048192771084338,22.89156626506024,15.66265060240964,49.39759036144578,,,26.506024096385545,6.024096385542169,,
141,BAJAJ-AUTO,Mar 2014,16.79,21.0,33.23999999999999,0.0058,4837.0,1.3155,1430.0,2072.0,117.0,3.518,43.0,59.0,3502.0,,,,,Consumer Discretionary,,,,,20137.0,3380.0,43.0,Automobiles,0,9.63855421686747,16.867469879518072,31.32530120481928,38.55421686746988,,,11.44578313253012,4.819277108433735,,
143,BAJAJ-AUTO,Mar 2015,14.01,19.0,27.27,0.0101,726.0,1.3526,1734.0,380.0,105.0,3.8391,48.0,112.0,2114.0,,,,,Consumer Discretionary,,,,,21595.0,3026.0,48.0,Automobiles,0,16.867469879518072,25.301204819277107,25.301204819277107,34.93975903614458,,,21.686746987951807,13.253012048192772,,
145,BAJAJ-AUTO,Mar 2016,17.99,21.0,28.97,0.0084,5987.0,1.3094,3622.0,68.0,140.0,4.8512,39.0,118.0,3690.0,,,,,Consumer Discretionary,,,,,22574.0,4061.0,39.0,Automobiles,0,13.253012048192772,12.048192771084338,34.93975903614458,13.253012048192772,,,19.27710843373494,2.4096385542168677,,
147,BAJAJ-AUTO,Mar 2017,18.75,20.0,22.84,0.0067,5897.0,1.0054,-343.0,3610.0,141.0,6.1785,39.0,120.0,3267.0,,,,,Consumer Discretionary,,,,,21755.0,4079.0,39.0,Automobiles,0,37.34939759036144,9.63855421686747,57.831325301204814,72.28915662650603,,,15.66265060240964,3.614457831325301,,
149,BAJAJ-AUTO,Mar 2018,16.74,19.0,20.66,0.0059,6250.0,1.0027,2374.0,1954.0,146.0,7.0675,41.0,121.0,4328.0,4.71,6.13,6.21,5.68,Consumer Discretionary,,,,,25210.0,4219.0,41.0,Automobiles,0,48.19277108433735,18.072289156626507,60.24096385542169,21.686746987951807,68.75,66.66666666666666,13.253012048192772,1.2048192771084338,21.56,-15.879999999999999
151,BAJAJ-AUTO,Mar 2019,16.23,17.0,21.21,0.0054,1806.5,1.0529,2214.0,273.0,170.0,8.0391,35.0,125.0,2487.0,8.56,7.83,7.76,8.05,Consumer Discretionary,323040.49,42.63,11.32,1.62,30358.0,4928.0,35.0,Automobiles,0,44.57831325301205,21.686746987951807,53.01204819277109,25.301204819277107,31.25,54.761904761904766,9.63855421686747,8.433734939759036,19.26,-11.21
153,BAJAJ-AUTO,Mar 2020,17.42,17.0,24.06,0.0058,2313.6667,1.1286,5616.0,1766.0,180.0,7.4955,67.0,126.0,3850.0,6.74,11.49,11.38,9.87,Consumer Discretionary,351288.98,79.31,9.65,0.07,29919.0,5212.0,67.0,Automobiles,0,31.32530120481928,14.457831325301203,48.19277108433735,9.63855421686747,54.166666666666664,38.095238095238095,11.44578313253012,7.228915662650602,8.31,1.5599999999999987
155,BAJAJ-AUTO,Mar 2021,17.51,18.0,17.81,0.0044,929.7143,0.8256,251.0,2869.0,168.0,9.437,83.0,121.0,3120.0,4.21,3.64,3.71,3.85,Consumer Discretionary,453226.79,49.41,11.43,1.29,27741.0,4857.0,83.0,Automobiles,0,62.65060240963856,13.253012048192772,79.51807228915662,59.036144578313255,70.83333333333334,69.04761904761905,8.433734939759036,10.843373493975903,-1.58,5.43
157,BAJAJ-AUTO,Mar 2022,18.6,16.0,20.65,0.0041,881.1111,0.944,4473.0,276.0,213.0,10.3318,66.0,123.0,4197.0,8.79,8.62,8.6,8.67,Consumer Discretionary,578373.58,49.72,10.06,3.29,33145.0,6166.0,66.0,Automobiles,0,49.39759036144578,10.843373493975903,66.26506024096386,12.048192771084338,29.166666666666668,47.61904761904761,6.024096385542169,12.048192771084338,-6.5,15.17
159,BAJAJ-AUTO,Mar 2023,16.62,18.0,20.64,0.0042,204.2,1.0375,6488.0,1211.0,214.0,10.3753,65.0,124.0,5277.0,7.66,7.51,7.95,7.71,Consumer Discretionary,552671.87,78.58,8.54,3.66,36455.0,6060.0,65.0,Automobiles,0,50.602409638554214,19.27710843373494,54.81927710843374,6.024096385542169,43.75,58.333333333333336,7.228915662650602,18.072289156626507,3.38,4.33
161,BAJAJ-AUTO,Mar 2024,17.18,20.0,26.61,0.066,174.4167,1.1405,6486.0,72.0,276.0,10.3806,29.0,1912.0,6558.0,8.13,9.36,10.18,9.22,Consumer Discretionary,653817.3,29.91,9.83,3.59,44870.0,7708.0,29.0,Automobiles,0,19.27710843373494,15.66265060240964,46.98795180722892,7.228915662650602,37.5,42.857142857142854,54.21686746987952,20.481927710843372,11.22,-2.0
162,AXISBANK,Mar 2013,19.05,1353.0,15.62,8.9346,1.2697,0.0798,-8366.0,10939.0,22.0,7.085,16.0,296254.0,2573.0,,,,,Financials,,,,,27183.0,5179.0,16.0,Private Banks,0,23.333333333333332,68.33333333333333,35.0,65.0,,,86.66666666666667,78.33333333333333,,
163,AXISBANK,Mar 2014,20.29,2307.0,16.19,8.6801,1.3034,0.0793,298.0,14166.0,26.0,8.1694,15.0,333280.0,14464.0,,,,,Financials,,,,,30641.0,6218.0,15.0,Private Banks,0,18.333333333333332,56.666666666666664,38.333333333333336,43.333333333333336,,,78.33333333333333,65.0,,
164,AXISBANK,Mar 2015,20.74,3097.0,16.37,9.0467,1.3313,0.0759,-23134.0,7972.0,31.0,9.4829,15.0,406638.0,-15162.0,,,,,Financials,,,,,35479.0,7358.0,15.0,Private Banks,0,16.666666666666664,48.333333333333336,46.666666666666664,86.66666666666667,,,88.33333333333333,61.66666666666667,,
165,AXISBANK,Mar 2016,20.06,3466.0,15.36,8.8155,1.4273,0.075,-25284.0,9211.0,35.0,11.2283,14.0,472150.0,-34495.0,,,,,Financials,,,,,40988.0,8224.0,14.0,Private Banks,0,30.0,58.333333333333336,51.66666666666667,88.33333333333333,,,81.66666666666667,46.666666666666664,,
166,AXISBANK,Mar 2017,8.260000000000002,-5715.0,6.529999999999999,9.355,2.0353,0.0728,19751.0,12458.0,15.0,11.7704,33.0,527437.0,32209.0,,,,,Financials,,,,,44542.0,3679.0,33.0,Private Banks,0,93.33333333333333,95.0,56.666666666666664,15.0,,,95.0,11.666666666666666,,
167,AXISBANK,Mar 2018,0.6,-10277.0,0.43,9.5227,2.6327,0.0651,-48397.0,10007.0,1.0,12.516,0.0,611425.0,-38390.0,10.99,-44.37,-46.11,-26.5,Financials,,,,,45780.0,276.0,0.0,Private Banks,0,100.0,100.0,78.33333333333333,96.66666666666667,71.42857142857143,100.0,98.33333333333333,1.6666666666666667,20.53,-47.03
168,AXISBANK,Mar 2019,8.51,-5447.0,6.9,10.5011,2.0674,0.0675,18451.0,18674.0,18.0,13.1911,6.0,711996.0,37125.0,12.41,-5.54,-7.09,-0.07,Financials,658857.1,32.36,2.69,3.03,54986.0,4677.0,6.0,Private Banks,0,90.0,93.33333333333333,69.16666666666667,18.333333333333332,65.71428571428571,91.42857142857143,100.0,10.0,19.47,-19.54
169,AXISBANK,Mar 2020,2.6,-9859.0,1.88,9.2349,2.2559,0.0675,20931.0,9485.0,6.0,15.3085,0.0,797337.0,30416.0,12.04,-26.05,-28.0,-14.0,Financials,609012.03,65.08,0.53,2.23,62635.0,1627.0,0.0,Private Banks,0,98.33333333333333,98.33333333333333,69.16666666666667,13.333333333333334,68.57142857142857,97.14285714285714,93.33333333333333,6.666666666666667,19.6,-33.6
170,AXISBANK,Mar 2021,10.4,-2510.0,6.36,8.2104,2.5885,0.0633,-41655.0,54288.0,22.0,16.8995,0.0,850551.0,12633.0,9.1,-4.34,-8.87,-1.37,Financials,766941.69,60.2,4.08,1.11,63346.0,6588.0,0.0,Private Banks,0,95.0,90.0,84.16666666666667,95.0,82.85714285714286,88.57142857142857,66.66666666666666,3.3333333333333335,17.86,-19.23
171,AXISBANK,Mar 2022,19.33,3170.0,11.01,8.633,1.9688,0.0563,1025.0,27112.0,42.0,19.2607,2.0,1020943.0,28137.0,8.63,28.77,22.87,20.09,Financials,734196.42,56.88,1.27,3.53,67377.0,13025.0,2.0,Private Banks,0,78.33333333333333,63.33333333333333,96.66666666666667,41.66666666666667,88.57142857142857,14.285714285714285,76.66666666666667,13.333333333333334,17.1,2.9899999999999984
172,AXISBANK,Mar 2023,11.25,13857.0,7.380000000000001,8.8768,1.8029,0.0633,-10276.0,32351.0,31.0,21.1026,3.0,1152038.0,22075.0,13.22,103.28,98.73,71.74,Financials,939586.86,38.88,12.76,2.61,85164.0,9580.0,3.0,Private Banks,0,88.33333333333333,88.33333333333333,84.16666666666667,68.33333333333333,60.0,2.857142857142857,83.33333333333334,30.0,17.59,54.14999999999999
173,AXISBANK,Mar 2024,22.73,11952.0,15.83,8.2491,1.6912,0.072,-14556.0,9001.0,81.0,25.4494,1.0,1295302.0,-5555.0,14.74,39.67,35.1,29.84,Financials,948868.63,38.14,4.66,2.32,109369.0,24861.0,1.0,Private Banks,0,21.666666666666668,31.666666666666664,58.333333333333336,76.66666666666667,51.42857142857142,8.571428571428571,68.33333333333333,38.333333333333336,20.41,9.43
174,BAJAJFINSV,Mar 2013,27.49,49.0,28.38,1.6651,3.2666,0.1232,-3969.0,2953.0,10.0,9.7525,2.0,12991.0,-6922.0,,,,,Financials,,,,,8055.0,2214.0,2.0,Financial Services,1,8.333333333333332,16.666666666666664,91.66666666666666,16.666666666666664,,,8.333333333333332,8.333333333333332,,
175,BAJAJFINSV,Mar 2014,36.38,75.0,23.53,2.0948,2.8771,0.081,-6043.0,3764.0,10.0,11.64,2.0,19507.0,-9807.0,,,,,Financials,,,,,6023.0,2191.0,2.0,Financial Services,1,33.33333333333333,8.333333333333332,100.0,25.0,,,16.666666666666664,16.666666666666664,,
176,BAJAJFINSV,Mar 2015,21.25,49.0,21.72,2.3728,2.4749,0.1285,-7022.0,3709.0,11.0,13.8613,2.0,26312.0,-10731.0,,,,,Financials,,,,,11335.0,2409.0,2.0,Financial Services,1,50.0,25.0,83.33333333333334,33.33333333333333,,,25.0,25.0,,
177,BAJAJFINSV,Mar 2016,13.51,33.0,20.41,2.6518,2.3424,0.1975,-10681.0,886.0,12.0,16.9988,1.0,36062.0,-9795.0,,,,,Financials,,,,,20533.0,2775.0,1.0,Financial Services,1,83.33333333333334,58.333333333333336,66.66666666666666,41.66666666666667,,,33.33333333333333,58.333333333333336,,
178,BAJAJFINSV,Mar 2017,14.08,36.0,21.36,2.9894,2.3447,0.1905,-10771.0,151.0,14.0,20.1887,1.0,48282.0,-10922.0,,,,,Financials,,,,,24507.0,3450.0,1.0,Financial Services,1,58.333333333333336,50.0,75.0,50.0,,,41.66666666666667,50.0,,
179,BAJAJFINSV,Mar 2018,12.71,33.0,20.39,3.2073,2.3812,0.2035,-20502.0,922.0,17.0,25.6038,1.0,65695.0,-19580.0,32.47,13.53,11.2,19.07,Financials,,,,,32862.0,4176.0,1.0,Financial Services,1,91.66666666666666,66.66666666666666,50.0,58.333333333333336,42.857142857142854,100.0,50.0,41.66666666666667,19.07,0.0
180,BAJAJFINSV,Mar 2019,12.61,35.0,22.64,4.2019,2.2591,0.2044,-33979.0,6903.0,20.0,29.675,1.0,99754.0,-27076.0,47.89,19.66,14.87,27.47,Financials,1148808.62,43.61,5.19,4.03,42605.0,5374.0,1.0,Financial Services,1,41.66666666666667,75.0,41.66666666666667,83.33333333333334,14.285714285714285,71.42857142857143,83.33333333333334,66.66666666666666,27.47,0.0
181,BAJAJFINSV,Mar 2020,11.03,34.0,19.15,4.064,1.9219,0.2163,-33317.0,9948.0,21.0,39.1275,2.0,127212.0,-23369.0,36.82,20.0,13.81,23.54,Financials,1182995.84,33.33,3.61,0.66,54351.0,5994.0,2.0,Financial Services,1,100.0,100.0,16.666666666666664,75.0,28.57142857142857,57.14285714285714,75.0,100.0,23.54,0.0
182,BAJAJFINSV,Mar 2021,12.16,32.0,20.56,3.5853,2.1171,0.2165,863.0,3684.0,28.0,44.7875,1.0,128461.0,4547.0,24.16,21.56,18.47,21.4,Financials,1489062.77,51.06,2.31,2.05,60592.0,7367.0,1.0,Financial Services,1,75.0,83.33333333333334,8.333333333333332,8.333333333333332,57.14285714285714,42.857142857142854,58.333333333333336,91.66666666666666,21.4,0.0
183,BAJAJFINSV,Mar 2022,12.15,31.0,20.66,4.0047,2.229,0.2052,-32225.0,1445.0,29.0,50.3088,1.0,161179.0,-33670.0,22.79,19.23,15.68,19.23,Financials,1877835.72,59.39,12.5,3.05,68406.0,8314.0,1.0,Financial Services,1,66.66666666666666,91.66666666666666,33.33333333333333,66.66666666666666,71.42857142857143,85.71428571428571,66.66666666666666,75.0,19.23,0.0
184,BAJAJFINSV,Mar 2023,14.88,36.0,26.31,4.574,2.4127,0.2024,-53425.0,13945.0,40.0,29.1868,2.0,212265.0,-39480.0,20.09,23.93,18.66,20.89,Financials,1845750.3,76.89,13.57,1.66,82072.0,12210.0,2.0,Financial Services,1,16.666666666666664,33.33333333333333,58.333333333333336,91.66666666666666,100.0,14.285714285714285,91.66666666666666,33.33333333333333,20.89,0.0
185,BAJAJFINSV,Mar 2024,14.13,37.0,25.85,4.7894,2.1971,0.2054,-79634.0,10960.0,51.0,37.9421,2.0,288933.0,-68674.0,20.97,23.75,20.59,21.77,Financials,1905112.17,15.07,6.08,2.56,110382.0,15595.0,2.0,Financial Services,1,25.0,41.66666666666667,25.0,100.0,85.71428571428571,28.57142857142857,100.0,83.33333333333334,21.77,0.0
186,BAJAJHLDNG,Mar 2013,550.74,95.0,17.94,0.0,,0.0313,104.0,369.0,167.0,9.3198,15.0,0.0,473.0,,,,,Financials,,,,,337.0,1856.0,15.0,Investment Holding,1,8.333333333333332,58.333333333333336,33.33333333333333,83.33333333333334,,,33.33333333333333,,,
187,BAJAJHLDNG,Mar 2014,469.98,94.0,16.57,0.0,,0.034,353.0,519.0,179.0,10.8099,17.0,0.0,872.0,,,,,Financials,,,,,423.0,1988.0,17.0,Investment Holding,1,16.666666666666664,75.0,25.0,66.66666666666666,,,33.33333333333333,,,
188,BAJAJHLDNG,Mar 2015,387.21,92.0,15.15,0.0,,0.0377,332.0,464.0,182.0,12.0658,19.0,0.0,796.0,,,,,Financials,,,,,524.0,2029.0,19.0,Investment Holding,1,25.0,91.66666666666666,16.666666666666664,75.0,,,33.33333333333333,,,
189,BAJAJHLDNG,Mar 2016,481.91,91.0,14.81,0.0,,0.0304,2166.0,1019.0,204.0,13.7775,16.0,0.0,1147.0,,,,,Financials,,,,,470.0,2265.0,16.0,Investment Holding,1,33.33333333333333,66.66666666666666,41.66666666666667,8.333333333333332,,,33.33333333333333,,,
190,BAJAJHLDNG,Mar 2017,293.71,75.0,13.88,0.0,,0.0471,-1295.0,372.0,222.0,16.0523,15.0,0.0,-923.0,,,,,Financials,,,,,842.0,2473.0,15.0,Investment Holding,1,41.66666666666667,100.0,8.333333333333332,100.0,,,33.33333333333333,,,
191,BAJAJHLDNG,Mar 2018,632.14,85.0,10.54,0.0,,0.0166,508.0,1123.0,239.0,22.7036,17.0,0.0,1631.0,4.5,7.42,7.43,6.45,Financials,,,,,420.0,2655.0,17.0,Investment Holding,1,83.33333333333334,50.0,58.333333333333336,50.0,28.57142857142857,100.0,33.33333333333333,,6.45,0.0
192,BAJAJHLDNG,Mar 2019,707.19,80.0,11.31,0.0,,0.016,465.0,163.0,274.0,24.2811,12.0,0.0,628.0,0.38,8.92,8.89,6.06,Financials,1014477.55,76.88,9.04,2.22,431.0,3048.0,12.0,Investment Holding,1,58.333333333333336,41.66666666666667,66.66666666666666,58.333333333333336,57.14285714285714,71.42857142857143,33.33333333333333,,6.06,0.0
193,BAJAJHLDNG,Mar 2020,708.05,69.0,11.09,0.0061,258.3846,0.0133,1120.0,800.0,269.0,25.0117,15.0,168.0,1920.0,-3.65,8.71,8.13,4.4,Financials,1365867.86,50.76,2.05,3.94,435.0,3080.0,15.0,Investment Holding,1,75.0,33.33333333333333,75.0,41.66666666666667,85.71428571428571,85.71428571428571,100.0,100.0,4.4,0.0
194,BAJAJHLDNG,Mar 2021,799.56,77.0,9.83,0.0037,950.75,0.01,-36.0,308.0,328.0,33.4838,12.0,136.0,272.0,-0.56,10.04,9.96,6.48,Financials,1366103.22,35.88,14.51,3.68,457.0,3654.0,12.0,Investment Holding,1,91.66666666666666,25.0,83.33333333333334,91.66666666666666,71.42857142857143,57.14285714285714,91.66666666666666,60.0,6.48,0.0
